LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01003797,Richmond upon Thames 001A,E09000027,Richmond upon Thames,-1.4,0.1,-0.5,0.5,0.0,1.3
E01003798,Richmond upon Thames 001B,E09000027,Richmond upon Thames,-0.6,0.1,-0.9,1.6,-0.3,1.2
E01003799,Richmond upon Thames 001C,E09000027,Richmond upon Thames,-1.7,0.1,-1.4,1.4,0.7,1.2
E01003800,Richmond upon Thames 001D,E09000027,Richmond upon Thames,-0.5,0.1,-0.6,2.2,-0.1,1.3
E01003801,Richmond upon Thames 001E,E09000027,Richmond upon Thames,-1.7,0.1,-0.8,1.1,0.1,1.6
E01003802,Richmond upon Thames 001F,E09000027,Richmond upon Thames,-0.7,0.1,-0.3,0.9,0.0,1.6
E01003803,Richmond upon Thames 001G,E09000027,Richmond upon Thames,0.7,0.3,-0.9,2.8,-0.3,1.2
E01003804,Richmond upon Thames 005A,E09000027,Richmond upon Thames,-1.2,0.1,-1.0,1.5,0.1,1.4
E01003805,Richmond upon Thames 012A,E09000027,Richmond upon Thames,-2.2,0.1,-0.3,-0.1,-0.5,0.6
E01003806,Richmond upon Thames 012B,E09000027,Richmond upon Thames,-1.4,0.0,0.3,0.4,-0.6,1.5
E01003807,Richmond upon Thames 005B,E09000027,Richmond upon Thames,-0.8,0.1,-1.4,1.6,0.5,1.3
E01003808,Richmond upon Thames 005C,E09000027,Richmond upon Thames,-0.8,0.1,-1.3,0.8,-0.2,1.4
E01003809,Richmond upon Thames 005D,E09000027,Richmond upon Thames,-1.6,0.1,-0.6,1.0,-0.1,1.3
E01003810,Richmond upon Thames 019A,E09000027,Richmond upon Thames,-1.5,0.1,-0.2,0.7,-0.2,0.8
E01003811,Richmond upon Thames 018A,E09000027,Richmond upon Thames,-1.0,0.1,-0.5,0.2,0.4,0.7
E01003812,Richmond upon Thames 018B,E09000027,Richmond upon Thames,-1.1,0.1,-0.3,1.5,0.3,0.7
E01003813,Richmond upon Thames 019B,E09000027,Richmond upon Thames,-1.9,0.1,-0.1,0.0,-0.4,0.9
E01003814,Richmond upon Thames 019C,E09000027,Richmond upon Thames,-1.8,0.1,-0.2,1.7,0.4,0.8
E01003815,Richmond upon Thames 019D,E09000027,Richmond upon Thames,-0.7,0.1,-1.4,2.0,0.8,0.7
E01003816,Richmond upon Thames 012C,E09000027,Richmond upon Thames,-0.4,0.1,1.0,0.9,-0.6,1.2
E01003817,Richmond upon Thames 012D,E09000027,Richmond upon Thames,-0.5,0.2,-0.1,1.5,-0.2,1.5
E01003818,Richmond upon Thames 017A,E09000027,Richmond upon Thames,-0.6,0.1,-0.1,1.4,-0.6,0.7
E01003819,Richmond upon Thames 017B,E09000027,Richmond upon Thames,0.1,0.3,0.3,2.8,0.3,0.8
E01003820,Richmond upon Thames 017C,E09000027,Richmond upon Thames,0.1,0.2,0.0,1.6,-0.4,0.6
E01003821,Richmond upon Thames 008A,E09000027,Richmond upon Thames,-1.9,0.1,-0.2,1.4,0.7,1.2
E01003822,Richmond upon Thames 023A,E09000027,Richmond upon Thames,-2.1,0.1,-0.3,-0.4,-0.8,0.9
E01003823,Richmond upon Thames 023B,E09000027,Richmond upon Thames,-1.1,0.1,0.5,1.4,-0.2,1.8
E01003824,Richmond upon Thames 023C,E09000027,Richmond upon Thames,-2.0,0.1,-1.2,0.6,-0.2,0.5
E01003825,Richmond upon Thames 023D,E09000027,Richmond upon Thames,-1.4,0.2,-0.5,0.1,-0.4,0.5
E01003826,Richmond upon Thames 023E,E09000027,Richmond upon Thames,0.4,0.3,-0.7,2.5,0.1,0.7
E01003827,Richmond upon Thames 023F,E09000027,Richmond upon Thames,-0.6,0.1,-1.3,1.5,0.4,0.7
E01003828,Richmond upon Thames 020A,E09000027,Richmond upon Thames,-1.1,0.2,0.1,0.5,-0.4,0.5
E01003829,Richmond upon Thames 020B,E09000027,Richmond upon Thames,0.3,0.3,0.5,2.4,-0.3,0.7
E01003830,Richmond upon Thames 020C,E09000027,Richmond upon Thames,-1.7,0.2,0.1,1.8,-0.2,0.8
E01003831,Richmond upon Thames 020D,E09000027,Richmond upon Thames,-0.5,0.2,0.4,1.3,-0.5,0.7
E01003832,Richmond upon Thames 020E,E09000027,Richmond upon Thames,0.4,0.3,0.5,2.7,-0.9,0.6
E01003833,Richmond upon Thames 020F,E09000027,Richmond upon Thames,-0.1,0.2,0.3,2.2,-0.3,0.4
E01003834,Richmond upon Thames 022A,E09000027,Richmond upon Thames,-1.3,0.1,-1.3,2.5,0.3,1.2
E01003835,Richmond upon Thames 022B,E09000027,Richmond upon Thames,-1.8,0.1,-0.2,-0.1,-0.3,0.6
E01003836,Richmond upon Thames 022C,E09000027,Richmond upon Thames,-0.1,0.2,-0.6,2.2,-0.4,0.6
E01003837,Richmond upon Thames 022D,E09000027,Richmond upon Thames,-1.8,0.1,0.3,0.7,-0.5,0.6
E01003838,Richmond upon Thames 022E,E09000027,Richmond upon Thames,-1.4,0.1,-0.7,1.8,0.6,0.5
E01003839,Richmond upon Thames 022F,E09000027,Richmond upon Thames,-0.5,0.1,-0.5,2.3,0.4,1.0
E01003840,Richmond upon Thames 013A,E09000027,Richmond upon Thames,-0.5,0.3,0.0,2.4,-0.3,1.3
E01003841,Richmond upon Thames 013B,E09000027,Richmond upon Thames,0.6,0.3,0.0,3.3,0.0,0.8
E01003842,Richmond upon Thames 013C,E09000027,Richmond upon Thames,0.1,0.3,-0.5,2.0,-0.1,1.2
E01003843,Richmond upon Thames 013D,E09000027,Richmond upon Thames,-0.3,0.3,-0.2,2.5,-0.3,0.8
E01003844,Richmond upon Thames 013E,E09000027,Richmond upon Thames,-1.5,0.2,-0.6,0.7,-0.2,1.1
E01003845,Richmond upon Thames 013F,E09000027,Richmond upon Thames,-1.4,0.3,0.1,0.6,-0.6,1.3
E01003846,Richmond upon Thames 002A,E09000027,Richmond upon Thames,-2.0,0.1,-0.5,0.2,-0.4,0.9
E01003847,Richmond upon Thames 002B,E09000027,Richmond upon Thames,-1.2,0.1,-0.8,1.7,0.5,0.9
E01003848,Richmond upon Thames 004A,E09000027,Richmond upon Thames,-0.3,0.1,-0.5,1.4,0.7,1.2
E01003849,Richmond upon Thames 002C,E09000027,Richmond upon Thames,-1.0,0.1,-0.5,1.1,0.3,0.8
E01003851,Richmond upon Thames 002D,E09000027,Richmond upon Thames,-1.8,0.0,-0.4,0.7,0.1,1.0
E01003852,Richmond upon Thames 003A,E09000027,Richmond upon Thames,-0.9,0.1,-0.2,1.8,0.2,2.2
E01003853,Richmond upon Thames 003B,E09000027,Richmond upon Thames,-0.5,0.2,-0.6,2.0,-0.1,1.1
E01003854,Richmond upon Thames 003C,E09000027,Richmond upon Thames,0.1,0.1,-0.8,1.1,0.2,1.4
E01003855,Richmond upon Thames 003D,E09000027,Richmond upon Thames,-0.2,0.2,-0.2,2.4,-0.2,0.9
E01003856,Richmond upon Thames 003E,E09000027,Richmond upon Thames,-0.7,0.1,-0.8,0.5,0.1,1.2
E01003857,Richmond upon Thames 003F,E09000027,Richmond upon Thames,-0.7,0.1,-0.5,1.0,-0.1,1.1
E01003858,Richmond upon Thames 003G,E09000027,Richmond upon Thames,-2.1,0.1,-0.7,0.6,-0.1,0.8
E01003859,Richmond upon Thames 005E,E09000027,Richmond upon Thames,-1.9,0.1,-0.7,1.1,-0.1,1.2
E01003860,Richmond upon Thames 002E,E09000027,Richmond upon Thames,-1.6,0.1,-0.4,1.3,0.6,1.4
E01003861,Richmond upon Thames 004C,E09000027,Richmond upon Thames,0.0,0.1,0.0,1.6,0.2,1.4
E01003862,Richmond upon Thames 004D,E09000027,Richmond upon Thames,-0.5,0.2,-0.1,1.6,0.5,1.3
E01003863,Richmond upon Thames 004E,E09000027,Richmond upon Thames,-0.4,0.1,-1.0,2.1,0.6,1.5
E01003864,Richmond upon Thames 002F,E09000027,Richmond upon Thames,-1.7,0.1,-0.3,1.3,0.2,1.3
E01003865,Richmond upon Thames 004F,E09000027,Richmond upon Thames,-0.3,0.2,-0.2,1.9,0.1,1.0
E01003866,Richmond upon Thames 007A,E09000027,Richmond upon Thames,-1.5,0.1,-0.9,-0.3,0.1,1.2
E01003867,Richmond upon Thames 011A,E09000027,Richmond upon Thames,-0.9,0.2,-0.1,1.2,0.0,1.3
E01003868,Richmond upon Thames 007B,E09000027,Richmond upon Thames,-2.2,0.1,-1.6,1.0,1.0,1.0
E01003869,Richmond upon Thames 011B,E09000027,Richmond upon Thames,-1.6,0.1,-0.4,0.6,-0.3,1.4
E01003870,Richmond upon Thames 011C,E09000027,Richmond upon Thames,-1.7,0.1,-0.1,0.8,0.6,1.4
E01003871,Richmond upon Thames 007C,E09000027,Richmond upon Thames,-1.0,0.1,-0.5,0.2,0.0,0.9
E01003872,Richmond upon Thames 007D,E09000027,Richmond upon Thames,-1.5,0.1,-0.4,1.1,0.4,1.4
E01003873,Richmond upon Thames 006A,E09000027,Richmond upon Thames,-1.6,0.1,-1.2,1.8,0.5,1.5
E01003874,Richmond upon Thames 006B,E09000027,Richmond upon Thames,-0.9,0.1,-1.0,1.4,0.8,0.9
E01003875,Richmond upon Thames 006C,E09000027,Richmond upon Thames,-1.4,0.1,-0.8,1.1,0.1,1.0
E01003876,Richmond upon Thames 008B,E09000027,Richmond upon Thames,-2.0,0.1,-0.3,1.9,1.1,1.4
E01003877,Richmond upon Thames 008C,E09000027,Richmond upon Thames,-1.5,0.1,-0.6,1.6,0.2,0.9
E01003878,Richmond upon Thames 006D,E09000027,Richmond upon Thames,0.2,0.2,-0.4,2.3,-0.7,0.8
E01003879,Richmond upon Thames 008D,E09000027,Richmond upon Thames,-1.0,0.0,-0.9,1.6,0.1,0.8
E01003880,Richmond upon Thames 016A,E09000027,Richmond upon Thames,-1.5,0.1,-0.5,0.7,0.0,1.3
E01003881,Richmond upon Thames 016B,E09000027,Richmond upon Thames,-1.3,0.1,-0.1,2.5,-0.4,1.1
E01003882,Richmond upon Thames 014A,E09000027,Richmond upon Thames,-2.1,0.1,-0.9,1.4,0.4,1.2
E01003883,Richmond upon Thames 014B,E09000027,Richmond upon Thames,-0.4,0.1,-0.4,0.3,0.3,0.8
E01003884,Richmond upon Thames 016C,E09000027,Richmond upon Thames,-1.6,0.1,-0.8,1.2,-0.3,0.8
E01003885,Richmond upon Thames 016D,E09000027,Richmond upon Thames,-1.9,0.1,-0.3,0.7,0.0,0.9
E01003886,Richmond upon Thames 021A,E09000027,Richmond upon Thames,-1.5,0.1,-0.6,1.0,-0.2,1.0
E01003887,Richmond upon Thames 021B,E09000027,Richmond upon Thames,-1.2,0.1,-1.0,1.1,0.5,0.6
E01003888,Richmond upon Thames 021C,E09000027,Richmond upon Thames,-0.7,0.1,-0.4,2.1,0.3,0.4
E01003889,Richmond upon Thames 021D,E09000027,Richmond upon Thames,-2.2,0.1,0.5,0.9,-0.4,1.0
E01003890,Richmond upon Thames 018C,E09000027,Richmond upon Thames,-1.8,0.1,0.0,1.1,0.7,0.8
E01003891,Richmond upon Thames 018D,E09000027,Richmond upon Thames,-1.1,0.1,-0.4,0.8,-0.4,0.6
E01003892,Richmond upon Thames 009A,E09000027,Richmond upon Thames,-1.3,0.1,0.1,0.8,0.3,0.8
E01003893,Richmond upon Thames 009B,E09000027,Richmond upon Thames,-2.2,0.1,-0.3,1.9,0.7,1.2
E01003894,Richmond upon Thames 009C,E09000027,Richmond upon Thames,-1.8,0.1,-1.3,1.4,0.4,1.3
E01003895,Richmond upon Thames 009D,E09000027,Richmond upon Thames,-1.1,0.1,-0.9,1.6,0.5,1.1
E01003896,Richmond upon Thames 014C,E09000027,Richmond upon Thames,-1.3,0.1,-1.3,1.7,1.1,1.4
E01003897,Richmond upon Thames 014D,E09000027,Richmond upon Thames,-2.0,0.1,-0.6,1.0,0.6,1.5
E01003898,Richmond upon Thames 015A,E09000027,Richmond upon Thames,-1.0,0.1,-1.0,0.9,0.4,0.6
E01003899,Richmond upon Thames 015B,E09000027,Richmond upon Thames,-1.2,0.1,-0.8,0.7,0.3,0.8
E01003900,Richmond upon Thames 015C,E09000027,Richmond upon Thames,-0.1,0.3,-0.3,2.1,-0.4,1.0
E01003901,Richmond upon Thames 015D,E09000027,Richmond upon Thames,-1.0,0.2,0.6,0.2,-0.4,0.8
E01003902,Richmond upon Thames 015E,E09000027,Richmond upon Thames,-0.9,0.2,-1.1,0.8,0.0,0.9
E01003903,Richmond upon Thames 015F,E09000027,Richmond upon Thames,-0.8,0.3,0.0,1.7,-0.2,1.2
E01003904,Richmond upon Thames 015G,E09000027,Richmond upon Thames,-1.2,0.2,0.1,1.3,0.0,0.7
E01003905,Richmond upon Thames 010A,E09000027,Richmond upon Thames,-0.8,0.2,-0.7,1.3,-0.1,1.1
E01003906,Richmond upon Thames 010B,E09000027,Richmond upon Thames,-0.4,0.2,-0.7,1.2,0.5,1.0
E01003907,Richmond upon Thames 010C,E09000027,Richmond upon Thames,0.0,0.3,0.1,2.9,-0.7,1.0
E01003908,Richmond upon Thames 010D,E09000027,Richmond upon Thames,-1.3,0.2,-0.3,0.8,-0.2,1.1
E01003909,Richmond upon Thames 010E,E09000027,Richmond upon Thames,-0.8,0.2,-0.8,1.6,-0.3,1.3
E01003910,Richmond upon Thames 011D,E09000027,Richmond upon Thames,-0.7,0.2,0.3,0.2,-0.4,1.2
E01033570,Richmond upon Thames 004G,E09000027,Richmond upon Thames,-0.6,0.1,0.4,2.2,0.9,0.7
E01033571,Richmond upon Thames 004H,E09000027,Richmond upon Thames,-0.6,0.2,-0.2,2.1,-0.3,1.0
E01003911,Southwark 020A,E09000028,Southwark,0.4,0.3,-1.1,4.8,1.0,1.6
E01003912,Southwark 019A,E09000028,Southwark,-0.1,0.4,-0.8,5.3,0.1,1.9
E01003913,Southwark 024A,E09000028,Southwark,-0.3,0.2,-0.8,2.9,-0.1,2.0
E01003914,Southwark 024B,E09000028,Southwark,-0.3,0.2,-1.0,3.1,0.9,1.5
E01003915,Southwark 024C,E09000028,Southwark,-0.4,0.3,-0.4,4.2,0.4,1.6
E01003916,Southwark 020B,E09000028,Southwark,-0.4,0.2,-2.2,4.3,0.9,1.2
E01003917,Southwark 020C,E09000028,Southwark,-0.5,0.3,-1.2,4.0,0.4,1.5
E01003918,Southwark 020D,E09000028,Southwark,-0.2,0.3,-1.2,5.2,0.2,1.9
E01003919,Southwark 021A,E09000028,Southwark,-0.4,0.2,-1.7,4.0,0.7,2.5
E01003920,Southwark 021B,E09000028,Southwark,-0.1,0.3,-1.3,5.1,0.4,2.2
E01003921,Southwark 021C,E09000028,Southwark,-0.3,0.4,-1.6,4.9,0.8,2.4
E01003922,Southwark 021D,E09000028,Southwark,0.0,0.3,-1.5,4.9,0.4,2.2
E01003923,Southwark 017A,E09000028,Southwark,-0.3,0.2,-0.3,3.9,0.5,1.7
E01003924,Southwark 021E,E09000028,Southwark,-0.2,0.3,-1.7,5.8,0.6,1.5
E01003925,Southwark 020E,E09000028,Southwark,0.2,0.3,-1.4,4.8,0.9,1.5
E01003926,Southwark 021F,E09000028,Southwark,-0.2,0.3,-1.3,4.8,0.3,2.2
E01003927,Southwark 002A,E09000028,Southwark,-0.2,0.1,-2.2,3.9,1.1,1.5
E01003929,Southwark 002B,E09000028,Southwark,0.1,0.1,-1.5,3.5,1.3,2.0
E01003930,Southwark 034A,E09000028,Southwark,0.2,0.2,-1.4,3.7,1.0,2.7
E01003932,Southwark 034B,E09000028,Southwark,0.3,0.3,-0.8,5.0,0.7,2.7
E01003933,Southwark 034C,E09000028,Southwark,-0.1,0.2,-1.4,3.8,0.7,3.0
E01003934,Southwark 002C,E09000028,Southwark,-0.4,0.2,-0.7,3.4,0.5,1.9
E01003935,Southwark 002D,E09000028,Southwark,0.1,0.2,-0.6,3.6,0.1,1.6
E01003936,Southwark 009A,E09000028,Southwark,0.6,0.1,-1.2,3.3,1.1,1.8
E01003937,Southwark 009B,E09000028,Southwark,-0.2,0.1,-1.0,3.6,1.7,2.6
E01003938,Southwark 006A,E09000028,Southwark,-0.3,0.2,-0.8,4.7,0.4,1.9
E01003939,Southwark 002E,E09000028,Southwark,-0.1,0.1,-0.9,3.6,0.8,1.7
E01003940,Southwark 006B,E09000028,Southwark,-0.2,0.3,-1.3,4.9,0.1,1.9
E01003941,Southwark 006C,E09000028,Southwark,0.2,0.1,-1.4,3.7,0.1,2.2
E01003942,Southwark 006D,E09000028,Southwark,-0.3,0.3,-1.9,4.8,0.2,1.9
E01003943,Southwark 009C,E09000028,Southwark,0.0,0.3,-1.1,5.0,0.0,2.8
E01003945,Southwark 033A,E09000028,Southwark,-0.9,0.1,0.5,1.7,-0.1,1.3
E01003946,Southwark 033B,E09000028,Southwark,-0.4,0.2,-0.7,2.3,0.1,1.1
E01003947,Southwark 033C,E09000028,Southwark,0.4,0.3,-0.9,4.8,0.0,0.9
E01003948,Southwark 033D,E09000028,Southwark,0.1,0.2,0.0,1.7,0.0,1.4
E01003949,Southwark 032A,E09000028,Southwark,-0.1,0.2,-0.2,1.5,0.3,1.4
E01003950,Southwark 032B,E09000028,Southwark,0.1,0.3,-0.2,3.9,0.7,1.4
E01003951,Southwark 033E,E09000028,Southwark,0.2,0.2,0.4,2.0,-0.2,1.2
E01003952,Southwark 030A,E09000028,Southwark,-0.6,0.1,-1.9,1.3,0.5,1.3
E01003953,Southwark 028A,E09000028,Southwark,-0.3,0.1,-1.6,2.1,0.8,1.4
E01003954,Southwark 030B,E09000028,Southwark,-0.5,0.2,-1.6,1.2,0.6,1.1
E01003955,Southwark 028B,E09000028,Southwark,-0.6,0.2,-1.2,1.5,0.3,0.9
E01003956,Southwark 030C,E09000028,Southwark,-0.9,0.1,-1.9,0.9,0.2,1.1
E01003957,Southwark 032C,E09000028,Southwark,0.0,0.1,-1.2,1.5,0.4,0.9
E01003958,Southwark 032D,E09000028,Southwark,-0.5,0.2,-1.5,1.8,0.5,1.4
E01003960,Southwark 012A,E09000028,Southwark,0.0,0.2,-1.0,4.1,1.0,2.1
E01003961,Southwark 012B,E09000028,Southwark,0.1,0.3,-1.3,4.9,0.5,1.9
E01003963,Southwark 016A,E09000028,Southwark,0.0,0.4,-1.8,5.0,0.6,2.3
E01003964,Southwark 015A,E09000028,Southwark,0.1,0.3,-1.0,4.2,1.0,2.2
E01003966,Southwark 015B,E09000028,Southwark,0.4,0.3,-1.0,5.1,0.6,2.3
E01003967,Southwark 016B,E09000028,Southwark,0.2,0.3,-0.9,5.8,0.3,1.5
E01003968,Southwark 015C,E09000028,Southwark,0.0,0.4,-0.3,5.2,0.7,1.7
E01003969,Southwark 017B,E09000028,Southwark,0.2,0.3,-1.4,4.0,1.1,1.9
E01003970,Southwark 016C,E09000028,Southwark,-0.4,0.4,-1.1,5.0,0.7,1.3
E01003971,Southwark 015D,E09000028,Southwark,-0.3,0.4,-0.8,5.2,0.1,1.8
E01003972,Southwark 016D,E09000028,Southwark,0.0,0.3,-1.3,4.8,0.7,1.8
E01003973,Southwark 016E,E09000028,Southwark,0.3,0.4,-1.4,4.8,0.3,2.1
E01003974,Southwark 015E,E09000028,Southwark,-0.4,0.4,-0.7,5.0,0.4,1.6
E01003975,Southwark 004A,E09000028,Southwark,0.3,0.3,-0.7,4.8,-0.1,1.8
E01003976,Southwark 003A,E09000028,Southwark,0.7,0.2,-0.9,4.0,0.6,2.2
E01003977,Southwark 010A,E09000028,Southwark,0.8,0.3,-0.5,4.2,0.6,1.5
E01003978,Southwark 004B,E09000028,Southwark,-0.1,0.2,-1.6,4.0,1.2,1.6
E01003979,Southwark 006E,E09000028,Southwark,0.6,0.2,-1.0,3.5,0.5,2.0
E01003980,Southwark 013A,E09000028,Southwark,0.0,0.3,-1.1,4.6,0.5,2.0
E01003981,Southwark 006F,E09000028,Southwark,0.3,0.2,-0.9,4.3,0.7,2.6
E01003983,Southwark 018A,E09000028,Southwark,0.0,0.4,-1.2,5.1,0.0,1.6
E01003984,Southwark 023A,E09000028,Southwark,0.3,0.3,-0.7,4.5,0.5,2.0
E01003986,Southwark 011A,E09000028,Southwark,0.7,0.4,-1.1,4.7,-0.1,1.7
E01003987,Southwark 011B,E09000028,Southwark,0.4,0.4,-0.1,4.6,-1.3,1.5
E01003988,Southwark 018B,E09000028,Southwark,-0.1,0.3,-0.3,5.1,0.6,1.6
E01003989,Southwark 018C,E09000028,Southwark,0.0,0.3,-0.7,5.3,0.0,1.6
E01003990,Southwark 018D,E09000028,Southwark,-0.4,0.3,-0.8,5.0,-0.3,1.6
E01003991,Southwark 017C,E09000028,Southwark,0.4,0.4,-0.7,4.5,0.0,1.4
E01003992,Southwark 014A,E09000028,Southwark,-0.1,0.3,-0.3,4.8,0.4,1.5
E01003993,Southwark 017D,E09000028,Southwark,-0.5,0.3,-0.6,5.0,-0.3,1.9
E01003994,Southwark 012E,E09000028,Southwark,-0.1,0.3,-2.1,4.7,-0.1,2.3
E01003995,Southwark 014B,E09000028,Southwark,0.3,0.2,-1.5,4.1,1.0,1.9
E01003997,Southwark 017E,E09000028,Southwark,0.0,0.2,-1.2,3.7,0.8,2.2
E01003998,Southwark 014D,E09000028,Southwark,0.0,0.2,-1.1,2.8,0.9,2.1
E01003999,Southwark 014E,E09000028,Southwark,0.4,0.2,-0.5,4.0,0.4,1.6
E01004000,Southwark 026A,E09000028,Southwark,0.5,0.3,-0.9,3.8,0.6,1.5
E01004001,Southwark 026B,E09000028,Southwark,0.2,0.3,-0.3,4.5,-0.1,0.9
E01004002,Southwark 029A,E09000028,Southwark,-0.6,0.2,-0.6,2.2,0.5,0.9
E01004003,Southwark 023B,E09000028,Southwark,0.0,0.3,-0.1,4.7,-0.5,1.5
E01004004,Southwark 023C,E09000028,Southwark,-0.1,0.3,-0.7,4.3,0.3,1.6
E01004005,Southwark 023D,E09000028,Southwark,-0.3,0.3,-0.6,5.3,0.4,1.9
E01004006,Southwark 023E,E09000028,Southwark,-0.3,0.3,-0.4,4.1,0.4,1.6
E01004007,Southwark 018E,E09000028,Southwark,-0.1,0.3,-1.1,5.1,-0.7,1.6
E01004008,Southwark 022B,E09000028,Southwark,-0.4,0.3,-1.6,4.9,0.2,1.8
E01004010,Southwark 022D,E09000028,Southwark,-0.4,0.3,-1.2,4.8,0.4,2.2
E01004011,Southwark 019B,E09000028,Southwark,0.1,0.3,-1.2,5.6,-0.2,1.3
E01004012,Southwark 019C,E09000028,Southwark,-0.1,0.3,-0.6,5.1,-0.2,1.1
E01004013,Southwark 019D,E09000028,Southwark,-0.1,0.3,-1.2,5.3,-0.9,1.9
E01004014,Southwark 019E,E09000028,Southwark,-0.4,0.3,-0.5,5.7,0.3,1.2
E01004015,Southwark 028C,E09000028,Southwark,-0.5,0.2,-0.6,1.7,0.7,1.8
E01004016,Southwark 029B,E09000028,Southwark,-0.4,0.2,-0.4,2.8,0.5,0.9
E01004017,Southwark 029C,E09000028,Southwark,-1.0,0.2,-0.5,2.0,0.5,1.1
E01004018,Southwark 032E,E09000028,Southwark,-0.4,0.1,-1.2,1.3,0.5,1.1
E01004019,Southwark 026C,E09000028,Southwark,0.0,0.2,-0.3,3.7,0.5,1.1
E01004020,Southwark 029D,E09000028,Southwark,0.1,0.3,0.1,4.5,0.2,1.0
E01004021,Southwark 028D,E09000028,Southwark,0.0,0.1,-1.0,2.3,0.8,1.6
E01004022,Southwark 004C,E09000028,Southwark,0.1,0.2,-1.3,4.0,-0.1,1.9
E01004023,Southwark 004D,E09000028,Southwark,0.1,0.3,-1.7,3.8,0.3,1.7
E01004024,Southwark 011C,E09000028,Southwark,0.3,0.3,-0.9,4.8,0.1,1.5
E01004027,Southwark 003E,E09000028,Southwark,0.7,0.2,-0.8,3.8,0.9,1.6
E01004028,Southwark 004E,E09000028,Southwark,0.0,0.3,-1.3,4.4,0.2,2.0
E01004029,Southwark 001A,E09000028,Southwark,0.6,0.1,-0.4,2.2,0.0,1.3
E01004030,Southwark 007A,E09000028,Southwark,0.3,0.2,-0.8,3.6,0.4,1.3
E01004031,Southwark 007B,E09000028,Southwark,-0.5,0.2,-0.4,3.7,0.1,1.7
E01004032,Southwark 001B,E09000028,Southwark,-0.1,0.1,-0.3,1.7,0.2,1.2
E01004033,Southwark 007C,E09000028,Southwark,0.0,0.3,-1.4,4.4,0.2,1.8
E01004034,Southwark 007D,E09000028,Southwark,-0.2,0.3,-0.6,4.5,0.2,1.8
E01004035,Southwark 011D,E09000028,Southwark,0.2,0.3,-0.6,4.8,-0.1,1.5
E01004036,Southwark 007E,E09000028,Southwark,0.3,0.3,-1.4,5.1,0.6,1.8
E01004037,Southwark 010B,E09000028,Southwark,-0.2,0.3,-1.0,4.1,0.6,1.5
E01004038,Southwark 010C,E09000028,Southwark,0.0,0.3,-0.6,4.6,0.6,1.6
E01004039,Southwark 013B,E09000028,Southwark,0.3,0.3,-0.4,4.1,1.3,1.9
E01004040,Southwark 013C,E09000028,Southwark,0.0,0.3,-0.9,5.6,0.3,2.3
E01004041,Southwark 013D,E09000028,Southwark,0.1,0.3,-0.8,5.2,0.5,1.6
E01004042,Southwark 010D,E09000028,Southwark,-0.1,0.4,-0.7,4.6,0.6,1.7
E01004043,Southwark 010E,E09000028,Southwark,0.3,0.3,-0.6,3.1,0.2,1.8
E01004044,Southwark 013E,E09000028,Southwark,0.1,0.4,-0.6,4.5,0.2,1.6
E01004045,Southwark 027A,E09000028,Southwark,-0.2,0.3,-1.0,5.0,-0.1,1.2
E01004046,Southwark 028E,E09000028,Southwark,-0.2,0.1,-0.7,1.7,0.4,1.4
E01004047,Southwark 027B,E09000028,Southwark,-0.3,0.4,-1.7,4.8,0.1,1.4
E01004048,Southwark 027C,E09000028,Southwark,0.3,0.2,-0.5,2.5,-0.1,1.2
E01004049,Southwark 027D,E09000028,Southwark,0.1,0.2,-0.3,4.7,0.3,1.3
E01004050,Southwark 024D,E09000028,Southwark,-1.1,0.1,0.0,1.7,1.1,1.5
E01004051,Southwark 027E,E09000028,Southwark,-0.6,0.1,-0.3,1.2,-0.1,1.7
E01004052,Southwark 024E,E09000028,Southwark,0.0,0.1,-0.4,2.4,0.5,1.4
E01004053,Southwark 001C,E09000028,Southwark,-0.3,0.1,0.0,1.0,-0.4,1.2
E01004054,Southwark 001D,E09000028,Southwark,-0.9,0.1,0.5,0.5,0.1,0.9
E01004055,Southwark 001E,E09000028,Southwark,0.2,0.4,0.5,3.7,-0.7,1.1
E01004056,Southwark 008A,E09000028,Southwark,-0.1,0.2,-0.4,2.5,0.2,1.1
E01004057,Southwark 008B,E09000028,Southwark,-0.4,0.2,-0.4,2.4,-0.3,1.2
E01004058,Southwark 008C,E09000028,Southwark,-1.6,0.1,0.4,0.6,0.7,1.0
E01004059,Southwark 008D,E09000028,Southwark,-0.5,0.1,-0.1,1.5,0.6,1.0
E01004060,Southwark 008E,E09000028,Southwark,1.0,0.2,-0.1,3.7,0.9,1.6
E01004061,Southwark 025A,E09000028,Southwark,-0.6,0.1,-0.6,2.3,0.8,1.7
E01004062,Southwark 025B,E09000028,Southwark,0.5,0.3,-1.0,4.4,0.7,1.8
E01004063,Southwark 025C,E09000028,Southwark,-0.7,0.2,-1.6,3.1,0.5,1.9
E01004064,Southwark 026D,E09000028,Southwark,0.2,0.3,-0.9,4.2,0.1,1.5
E01004065,Southwark 025D,E09000028,Southwark,-0.2,0.2,-1.0,2.3,0.8,1.3
E01004066,Southwark 025E,E09000028,Southwark,-0.3,0.2,-0.9,4.0,-0.1,1.9
E01004067,Southwark 022E,E09000028,Southwark,0.2,0.3,-1.4,5.2,1.0,2.1
