LSOA code (2011),LSOA name (2011),Local Authority District code (2013),Local Authority District name (2013),Children and Young People Sub-domain Score,Adult Skills Sub-domain Score,Geographical Barriers Sub-domain Score,Wider Barriers Sub-domain Score,Indoors Sub-domain Score,Outdoors Sub-domain Score
E01001744,Hackney 021B,E09000012,Hackney,-0.3,0.2,-1.4,4.1,0.2,2.1
E01001745,Hackney 016A,E09000012,Hackney,-0.1,0.3,-1.0,5.4,-0.1,2.0
E01001746,Hackney 016B,E09000012,Hackney,0.3,0.4,-0.5,5.5,-0.3,1.7
E01001747,Hackney 014B,E09000012,Hackney,0.0,0.2,-1.9,4.4,0.4,2.3
E01001748,Hackney 020A,E09000012,Hackney,-0.1,0.2,-1.5,5.0,0.5,2.3
E01001749,Hackney 020B,E09000012,Hackney,-0.6,0.1,-0.7,3.7,0.8,2.2
E01001750,Hackney 021C,E09000012,Hackney,0.1,0.2,-1.2,4.4,0.7,2.2
E01001751,Hackney 021D,E09000012,Hackney,-0.9,0.1,-0.7,1.4,0.7,2.1
E01001752,Hackney 025A,E09000012,Hackney,0.0,0.1,-1.4,4.3,1.1,1.9
E01001753,Hackney 025B,E09000012,Hackney,0.1,0.4,-0.9,5.8,0.4,1.8
E01001754,Hackney 025C,E09000012,Hackney,-0.3,0.3,-1.1,4.7,1.5,2.1
E01001755,Hackney 025D,E09000012,Hackney,0.0,0.3,-1.8,5.3,-0.4,2.1
E01001756,Hackney 021E,E09000012,Hackney,-0.1,0.1,-1.2,3.5,0.6,2.5
E01001757,Hackney 016C,E09000012,Hackney,-0.2,0.3,-0.6,5.6,0.1,1.7
E01001758,Hackney 016D,E09000012,Hackney,0.4,0.3,-0.9,5.7,0.3,2.0
E01001759,Hackney 016E,E09000012,Hackney,0.1,0.2,-1.2,4.5,0.0,1.9
E01001760,Hackney 017C,E09000012,Hackney,0.3,0.3,-1.5,5.0,0.8,2.3
E01001761,Hackney 016F,E09000012,Hackney,-0.5,0.3,-1.9,4.8,0.4,2.1
E01001762,Hackney 017D,E09000012,Hackney,0.1,0.2,-1.1,4.7,0.7,1.8
E01001763,Hackney 020C,E09000012,Hackney,-0.1,0.2,-1.1,4.6,0.6,1.8
E01001764,Hackney 010A,E09000012,Hackney,0.2,0.2,-1.5,4.4,0.2,1.6
E01001765,Hackney 010B,E09000012,Hackney,0.7,0.4,-0.7,5.8,-0.2,1.8
E01001767,Hackney 010D,E09000012,Hackney,0.1,0.2,-0.8,4.7,0.7,1.9
E01001768,Hackney 006D,E09000012,Hackney,-0.7,0.2,-1.1,4.0,0.8,1.5
E01001769,Hackney 006E,E09000012,Hackney,-0.4,0.2,-1.2,4.1,0.4,1.9
E01001770,Hackney 010E,E09000012,Hackney,0.2,0.3,-1.5,5.5,0.1,1.9
E01001772,Hackney 024A,E09000012,Hackney,0.3,0.3,-0.9,5.9,-0.3,1.9
E01001773,Hackney 025E,E09000012,Hackney,0.0,0.2,-0.9,5.3,-0.3,2.1
E01001774,Hackney 024B,E09000012,Hackney,-0.3,0.2,-1.4,4.9,0.3,2.2
E01001775,Hackney 024C,E09000012,Hackney,-0.1,0.3,-1.7,5.6,0.2,2.0
E01001776,Hackney 025F,E09000012,Hackney,-0.2,0.4,-1.8,5.3,-0.1,2.1
E01001777,Hackney 027B,E09000012,Hackney,-0.1,0.2,-2.1,5.5,0.7,2.3
E01001779,Hackney 026A,E09000012,Hackney,-0.1,0.2,-1.3,5.2,0.2,1.8
E01001780,Hackney 027D,E09000012,Hackney,0.3,0.3,-1.2,4.7,0.3,2.8
E01001781,Hackney 026B,E09000012,Hackney,0.6,0.4,-1.6,5.9,0.2,2.2
E01001782,Hackney 026C,E09000012,Hackney,-0.1,0.2,-0.8,4.2,0.2,1.8
E01001783,Hackney 026D,E09000012,Hackney,0.1,0.3,-1.7,5.9,0.8,1.8
E01001784,Hackney 027E,E09000012,Hackney,-0.1,0.3,-1.7,5.5,0.8,1.7
E01001785,Hackney 015B,E09000012,Hackney,-0.2,0.2,-1.7,4.2,0.7,1.9
E01001786,Hackney 013A,E09000012,Hackney,0.3,0.4,-1.1,5.6,0.2,1.7
E01001787,Hackney 013B,E09000012,Hackney,0.3,0.4,-1.6,6.3,-0.1,1.4
E01001788,Hackney 013C,E09000012,Hackney,0.1,0.4,-1.1,5.6,-0.4,1.5
E01001789,Hackney 015C,E09000012,Hackney,-0.3,0.3,-1.4,4.1,0.1,1.7
E01001790,Hackney 013D,E09000012,Hackney,-0.3,0.4,-0.3,5.5,-0.1,1.5
E01001791,Hackney 015D,E09000012,Hackney,-0.2,0.3,-1.4,4.7,0.7,1.6
E01001792,Hackney 011A,E09000012,Hackney,-0.1,0.3,-0.6,4.2,0.4,2.1
E01001793,Hackney 011B,E09000012,Hackney,-0.2,0.2,-0.9,4.2,0.7,1.6
E01001794,Hackney 011C,E09000012,Hackney,-0.7,0.2,-0.8,4.2,1.1,1.9
E01001795,Hackney 011D,E09000012,Hackney,-0.4,0.2,-0.9,4.6,0.8,1.9
E01001796,Hackney 011E,E09000012,Hackney,0.3,0.2,-0.9,5.1,1.5,1.7
E01001798,Hackney 028A,E09000012,Hackney,-0.3,0.4,-1.6,5.8,0.5,1.8
E01001799,Hackney 003A,E09000012,Hackney,1.0,0.4,-1.5,4.9,0.4,1.7
E01001800,Hackney 004C,E09000012,Hackney,0.6,0.4,-1.2,5.1,-0.1,1.9
E01001801,Hackney 008B,E09000012,Hackney,0.1,0.3,-0.6,5.5,0.8,1.5
E01001802,Hackney 003B,E09000012,Hackney,0.1,0.3,-0.8,5.6,0.4,1.6
E01001803,Hackney 008C,E09000012,Hackney,-0.4,0.2,-0.7,3.2,0.9,1.5
E01001804,Hackney 003C,E09000012,Hackney,0.5,0.4,-0.6,5.1,0.8,1.6
E01001805,Hackney 009B,E09000012,Hackney,-0.9,0.2,-1.6,3.8,0.9,2.3
E01001806,Hackney 008D,E09000012,Hackney,-0.1,0.2,-1.7,4.0,0.0,1.8
E01001807,Hackney 003D,E09000012,Hackney,0.0,0.3,-1.0,5.1,1.0,1.5
E01001808,Hackney 001A,E09000012,Hackney,0.3,0.5,-1.7,5.3,1.7,2.1
E01001809,Hackney 001B,E09000012,Hackney,0.5,0.4,-1.0,5.5,0.8,1.9
E01001811,Hackney 002D,E09000012,Hackney,0.2,0.5,-0.6,5.5,0.1,1.7
E01001812,Hackney 003E,E09000012,Hackney,0.6,0.4,-1.7,5.5,0.1,1.8
E01001813,Hackney 002E,E09000012,Hackney,0.5,0.4,-1.1,6.0,0.3,2.2
E01001814,Hackney 001C,E09000012,Hackney,-0.2,0.3,-2.1,5.4,0.5,2.2
E01001815,Hackney 024D,E09000012,Hackney,0.4,0.3,-1.5,5.4,-0.3,1.7
E01001816,Hackney 020D,E09000012,Hackney,-0.2,0.2,-1.4,3.9,0.1,1.8
E01001819,Hackney 020E,E09000012,Hackney,-0.9,0.2,-1.6,3.7,0.3,1.8
E01001820,Hackney 024E,E09000012,Hackney,0.4,0.3,-0.9,4.8,-0.3,1.8
E01001821,Hackney 024F,E09000012,Hackney,0.3,0.3,-1.3,5.3,0.0,2.1
E01001822,Hackney 029C,E09000012,Hackney,0.5,0.5,-1.3,5.5,-0.2,1.6
E01001823,Hackney 001D,E09000012,Hackney,0.3,0.5,-0.8,5.4,-0.4,1.3
E01001824,Hackney 004D,E09000012,Hackney,0.5,0.4,-0.9,5.4,0.1,1.7
E01001825,Hackney 001E,E09000012,Hackney,1.0,0.6,-1.4,5.1,0.5,1.4
E01001826,Hackney 004E,E09000012,Hackney,0.6,0.5,-0.6,5.2,0.2,1.6
E01001827,Hackney 029D,E09000012,Hackney,0.9,0.5,-1.1,5.4,-0.3,1.5
E01001828,Hackney 028B,E09000012,Hackney,0.0,0.3,-1.2,5.7,-0.3,1.3
E01001829,Hackney 009C,E09000012,Hackney,-0.7,0.1,-1.5,2.9,0.5,2.0
E01001830,Hackney 014C,E09000012,Hackney,0.5,0.3,-1.0,4.8,0.5,2.1
E01001831,Hackney 009D,E09000012,Hackney,-0.6,0.2,-1.9,4.5,1.0,2.3
E01001832,Hackney 009E,E09000012,Hackney,-0.3,0.2,-1.0,4.0,0.6,2.2
E01001833,Hackney 014D,E09000012,Hackney,0.3,0.2,-0.9,4.5,0.4,2.0
E01001834,Hackney 014E,E09000012,Hackney,-0.2,0.2,-1.2,4.5,0.9,1.9
E01001835,Hackney 014F,E09000012,Hackney,-0.9,0.1,-1.6,3.2,0.0,1.9
E01001836,Hackney 022A,E09000012,Hackney,0.0,0.2,-1.3,4.3,0.4,1.6
E01001837,Hackney 023B,E09000012,Hackney,-0.7,0.1,-0.7,2.4,0.2,1.8
E01001838,Hackney 019E,E09000012,Hackney,-0.1,0.4,-1.4,5.5,0.1,1.8
E01001839,Hackney 023C,E09000012,Hackney,0.3,0.2,-1.3,5.4,1.0,1.8
E01001840,Hackney 022B,E09000012,Hackney,0.2,0.3,-1.2,5.1,-0.7,1.7
E01001841,Hackney 022C,E09000012,Hackney,0.0,0.3,-0.9,3.9,-0.1,1.6
E01001842,Hackney 023D,E09000012,Hackney,0.4,0.3,-1.2,5.0,0.4,1.8
E01001843,Hackney 023E,E09000012,Hackney,-0.1,0.3,-0.8,4.0,-0.8,1.7
E01001844,Hackney 022D,E09000012,Hackney,0.1,0.2,-1.2,4.1,0.7,1.9
E01001845,Hackney 022E,E09000012,Hackney,0.6,0.4,-0.4,5.4,-0.1,2.0
E01001846,Hackney 018A,E09000012,Hackney,0.4,0.3,-0.5,5.1,-0.8,1.8
E01001847,Hackney 018B,E09000012,Hackney,0.2,0.3,-1.1,5.1,0.5,2.0
E01001848,Hackney 018C,E09000012,Hackney,0.7,0.3,-0.9,4.6,0.2,2.4
E01001849,Hackney 018D,E09000012,Hackney,0.5,0.3,-0.7,4.9,-0.3,1.9
E01001850,Hackney 019F,E09000012,Hackney,0.4,0.4,-1.1,5.3,0.4,1.7
E01033698,Hackney 021F,E09000012,Hackney,0.4,0.3,-2.2,5.3,-0.6,1.8
E01033699,Hackney 021G,E09000012,Hackney,-0.6,0.2,-1.8,5.1,-0.1,2.5
E01033700,Hackney 021H,E09000012,Hackney,0.2,0.2,-1.4,5.3,-0.2,2.6
E01033701,Hackney 002F,E09000012,Hackney,0.5,0.4,-1.2,5.8,0.6,2.1
E01033702,Hackney 028C,E09000012,Hackney,0.3,0.3,-1.4,5.9,0.8,1.4
E01033703,Hackney 010F,E09000012,Hackney,-0.2,0.2,-1.4,5.5,0.3,2.1
E01033704,Hackney 023F,E09000012,Hackney,-0.5,0.1,-1.0,4.7,0.4,2.1
E01033705,Hackney 028D,E09000012,Hackney,-0.2,0.3,-0.7,5.9,0.2,1.7
E01033706,Hackney 027F,E09000012,Hackney,0.4,0.1,-1.4,4.5,1.4,3.0
E01033707,Hackney 021I,E09000012,Hackney,-0.1,0.2,-1.9,5.5,1.1,2.1
E01033708,Hackney 027G,E09000012,Hackney,-0.1,0.1,-0.9,4.6,1.6,2.3
E01033709,Hackney 027H,E09000012,Hackney,0.2,0.2,-1.1,5.1,1.0,1.9
E01033710,Hackney 028E,E09000012,Hackney,0.9,0.3,-1.0,6.5,0.5,1.4
E01033711,Hackney 027I,E09000012,Hackney,-0.3,0.1,-1.1,4.8,1.1,2.1
E01033712,Hackney 023G,E09000012,Hackney,-0.2,0.2,-2.6,5.4,0.7,2.2
E01033713,Hackney 010G,E09000012,Hackney,0.3,0.3,-0.4,5.0,0.9,2.0
E01001851,Hammersmith and Fulham 010A,E09000013,Hammersmith and Fulham,-0.9,0.1,-1.8,1.7,0.3,1.7
E01001852,Hammersmith and Fulham 007A,E09000013,Hammersmith and Fulham,-0.8,0.1,-1.0,2.6,1.2,2.0
E01001853,Hammersmith and Fulham 007B,E09000013,Hammersmith and Fulham,-0.3,0.1,-1.4,2.1,0.4,2.1
E01001854,Hammersmith and Fulham 007C,E09000013,Hammersmith and Fulham,-0.3,0.1,-1.5,3.2,0.9,2.1
E01001855,Hammersmith and Fulham 010B,E09000013,Hammersmith and Fulham,-0.2,0.1,-1.1,2.6,1.5,1.6
E01001856,Hammersmith and Fulham 010C,E09000013,Hammersmith and Fulham,0.0,0.2,-2.1,4.2,0.6,1.9
E01001857,Hammersmith and Fulham 007D,E09000013,Hammersmith and Fulham,0.6,0.3,-1.2,4.4,0.4,2.6
E01001858,Hammersmith and Fulham 006A,E09000013,Hammersmith and Fulham,0.1,0.2,-1.5,3.1,0.9,1.7
E01001859,Hammersmith and Fulham 008A,E09000013,Hammersmith and Fulham,-0.5,0.2,-0.5,3.3,0.2,1.1
E01001860,Hammersmith and Fulham 006B,E09000013,Hammersmith and Fulham,0.2,0.3,-1.9,4.7,0.9,1.9
E01001861,Hammersmith and Fulham 006C,E09000013,Hammersmith and Fulham,0.1,0.2,-1.3,3.9,0.5,1.9
E01001862,Hammersmith and Fulham 005A,E09000013,Hammersmith and Fulham,0.6,0.2,-1.6,3.3,0.6,1.5
E01001863,Hammersmith and Fulham 006D,E09000013,Hammersmith and Fulham,-1.1,0.1,-1.6,2.3,0.2,1.8
E01001864,Hammersmith and Fulham 006E,E09000013,Hammersmith and Fulham,-0.5,0.2,-1.6,3.0,1.0,1.6
E01001865,Hammersmith and Fulham 008B,E09000013,Hammersmith and Fulham,-0.8,0.1,-1.7,2.3,0.6,1.5
E01001866,Hammersmith and Fulham 012A,E09000013,Hammersmith and Fulham,-1.1,0.1,-2.1,2.6,1.1,2.2
E01001867,Hammersmith and Fulham 012B,E09000013,Hammersmith and Fulham,-0.7,0.1,-0.5,3.1,0.4,1.8
E01001868,Hammersmith and Fulham 012C,E09000013,Hammersmith and Fulham,0.4,0.3,-1.2,5.0,0.9,2.2
E01001869,Hammersmith and Fulham 010D,E09000013,Hammersmith and Fulham,-0.4,0.1,-1.0,2.1,0.5,2.2
E01001870,Hammersmith and Fulham 012D,E09000013,Hammersmith and Fulham,-0.1,0.1,-0.7,3.5,1.1,1.6
E01001871,Hammersmith and Fulham 012E,E09000013,Hammersmith and Fulham,-0.7,0.1,-0.8,2.5,0.5,2.1
E01001872,Hammersmith and Fulham 012F,E09000013,Hammersmith and Fulham,-0.9,0.1,-0.6,3.1,0.6,1.9
E01001873,Hammersmith and Fulham 010E,E09000013,Hammersmith and Fulham,-0.1,0.2,-1.0,3.1,0.8,1.6
E01001874,Hammersmith and Fulham 001A,E09000013,Hammersmith and Fulham,-0.1,0.2,-0.3,4.6,0.3,1.6
E01001875,Hammersmith and Fulham 001B,E09000013,Hammersmith and Fulham,0.3,0.4,-1.1,3.8,0.1,1.8
E01001876,Hammersmith and Fulham 001C,E09000013,Hammersmith and Fulham,0.2,0.3,0.0,5.7,0.5,0.8
E01001877,Hammersmith and Fulham 001D,E09000013,Hammersmith and Fulham,-0.1,0.3,-1.2,4.1,0.9,1.7
E01001878,Hammersmith and Fulham 001E,E09000013,Hammersmith and Fulham,0.2,0.4,-1.0,3.7,0.1,1.5
E01001879,Hammersmith and Fulham 019A,E09000013,Hammersmith and Fulham,0.2,0.2,-1.5,2.8,0.2,1.4
E01001880,Hammersmith and Fulham 017A,E09000013,Hammersmith and Fulham,0.4,0.2,-0.3,2.7,-0.3,1.7
E01001881,Hammersmith and Fulham 017B,E09000013,Hammersmith and Fulham,-0.4,0.1,-1.7,2.0,0.5,1.9
E01001882,Hammersmith and Fulham 017C,E09000013,Hammersmith and Fulham,-0.3,0.1,-2.1,2.0,0.6,1.5
E01001883,Hammersmith and Fulham 017D,E09000013,Hammersmith and Fulham,0.1,0.2,-1.8,2.9,0.6,1.7
E01001884,Hammersmith and Fulham 017E,E09000013,Hammersmith and Fulham,-0.4,0.2,-2.0,3.4,1.2,1.9
E01001885,Hammersmith and Fulham 015A,E09000013,Hammersmith and Fulham,-0.4,0.4,-1.7,4.9,-0.1,1.8
E01001886,Hammersmith and Fulham 016A,E09000013,Hammersmith and Fulham,0.1,0.2,-1.6,3.6,0.2,1.7
E01001887,Hammersmith and Fulham 016B,E09000013,Hammersmith and Fulham,-0.2,0.2,-1.5,3.5,0.2,1.8
E01001888,Hammersmith and Fulham 018A,E09000013,Hammersmith and Fulham,-0.3,0.1,-1.3,1.7,0.4,1.6
E01001889,Hammersmith and Fulham 014A,E09000013,Hammersmith and Fulham,-0.5,0.1,-0.2,1.7,0.5,2.3
E01001890,Hammersmith and Fulham 016C,E09000013,Hammersmith and Fulham,-0.6,0.1,-0.9,4.0,0.5,1.1
E01001891,Hammersmith and Fulham 018B,E09000013,Hammersmith and Fulham,-0.6,0.1,-1.4,2.8,0.6,1.5
E01001892,Hammersmith and Fulham 016D,E09000013,Hammersmith and Fulham,-0.2,0.2,-0.9,3.5,0.5,1.4
E01001893,Hammersmith and Fulham 013A,E09000013,Hammersmith and Fulham,0.4,0.3,-1.4,3.9,0.2,2.3
E01001894,Hammersmith and Fulham 013B,E09000013,Hammersmith and Fulham,0.4,0.2,-0.2,3.7,0.9,1.8
E01001895,Hammersmith and Fulham 009A,E09000013,Hammersmith and Fulham,0.4,0.1,-1.2,2.4,0.3,1.4
